t_s,cycle,phase,target_deg_s,angle_deg,velocity_deg_s,diag_raw,foc_valid,fault_code,need_calibration,armed
23.984100,2,response,10.0,2.185,-0.084,FB0000021D000002,True,0,False,True
24.034174,2,response,10.0,2.176,-0.084,FB0000021D000002,True,0,False,True
24.034315,2,response,10.0,2.176,-0.169,FB0000021D000002,True,0,False,True
24.084079,2,response,10.0,2.180,-0.169,FB0000021D000002,True,0,False,True
24.084160,2,response,10.0,2.180,0.084,FB0000021D000002,True,0,False,True
24.134160,2,response,10.0,2.185,0.084,FB0000021D000002,True,0,False,True
24.134248,2,response,10.0,2.185,0.084,FB0000021D000002,True,0,False,True
24.184017,2,response,10.0,2.185,0.084,FB0000021D000002,True,0,False,True
24.184100,2,response,10.0,2.185,0.000,FB0000021D000002,True,0,False,True
24.184123,2,response,10.0,2.185,0.000,FB0000021D000002,True,0,False,True
24.234180,2,response,10.0,2.180,0.000,FB0000021D000002,True,0,False,True
24.234319,2,response,10.0,2.180,-0.084,FB0000021D000002,True,0,False,True
24.284016,2,response,10.0,2.189,-0.084,FB0000021D000002,True,0,False,True
24.284107,2,response,10.0,2.189,0.169,FB0000021D000002,True,0,False,True
24.334116,2,response,10.0,2.193,0.169,FB0000021D000002,True,0,False,True
24.334203,2,response,10.0,2.193,0.085,FB0000021D000002,True,0,False,True
24.383982,2,response,0.0,2.197,0.085,FB0000021D000002,True,0,False,True
24.384055,2,response,0.0,2.197,0.084,FB0000021D000002,True,0,False,True
24.434095,2,response,0.0,2.193,0.084,FB0000021D000002,True,0,False,True
24.434182,2,response,0.0,2.193,-0.084,FB0000021D000002,True,0,False,True
24.484048,2,response,0.0,2.185,-0.084,FB0000021D000002,True,0,False,True
24.484192,2,response,0.0,2.185,-0.169,FB0000021D000002,True,0,False,True
24.534040,2,response,0.0,2.189,-0.169,FB0000021D000002,True,0,False,True
24.534126,2,response,0.0,2.189,0.084,FB0000021D000002,True,0,False,True
24.584010,2,response,0.0,2.180,0.084,FB0000021D000002,True,0,False,True
24.584089,2,response,0.0,2.180,-0.169,FB0000021D000002,True,0,False,True
24.634161,2,response,0.0,2.185,-0.169,FB0000021D000002,True,0,False,True
24.634368,2,response,0.0,2.185,0.084,FB0000021D000002,True,0,False,True
24.684066,2,response,0.0,2.189,0.084,FB0000021D000002,True,0,False,True
24.684115,2,response,0.0,2.189,0.084,FB0000021D000002,True,0,False,True
24.684123,2,response,0.0,2.189,0.084,FB0000021D000002,True,0,False,True
24.734041,2,response,0.0,2.189,0.084,FB0000021D000002,True,0,False,True
24.734117,2,response,0.0,2.189,0.000,FB0000021D000002,True,0,False,True
24.784193,2,response,0.0,2.180,0.000,FB0000021D000002,True,0,False,True
24.784291,2,response,0.0,2.180,-0.169,FB0000021D000002,True,0,False,True
24.834124,2,response,0.0,2.185,-0.169,FB0000021D000002,True,0,False,True
24.834211,2,response,0.0,2.185,0.084,FB0000021D000002,True,0,False,True
24.884117,2,response,0.0,2.172,0.084,FB0000021D000002,True,0,False,True
24.884210,2,response,0.0,2.172,-0.253,FB0000021D000002,True,0,False,True
24.934023,2,response,0.0,2.172,-0.253,FB0000021D000002,True,0,False,True
24.934073,2,response,0.0,2.172,0.000,FB0000021D000002,True,0,False,True
24.984183,2,response,0.0,2.180,0.000,FB0000021D000002,True,0,False,True
24.984305,2,response,0.0,2.180,0.169,FB0000021D000002,True,0,False,True
25.034064,2,response,0.0,2.176,0.169,FB0000021D000002,True,0,False,True
25.034153,2,response,0.0,2.176,-0.084,FB0000021D000002,True,0,False,True
25.083847,2,response,-10.0,2.180,-0.084,FB0000021D000002,True,0,False,True
25.083928,2,response,-10.0,2.180,0.084,FB0000021D000002,True,0,False,True
25.133949,2,response,-10.0,2.142,0.084,FB0000021D000002,True,0,False,True
25.134033,2,response,-10.0,2.142,-0.761,FB0000021D000002,True,0,False,True
25.183916,2,response,-10.0,2.117,-0.761,FB0000021D000002,True,0,False,True
25.183991,2,response,-10.0,2.117,-0.507,FB0000021D000002,True,0,False,True
25.184008,2,response,-10.0,2.117,-0.507,FB0000021D000002,True,0,False,True
25.233909,2,response,-10.0,2.096,-0.507,FB0000021D000002,True,0,False,True
25.233980,2,response,-10.0,2.096,-0.423,FB0000021D000002,True,0,False,True
25.283874,2,response,-10.0,2.079,-0.423,FB0000021D000002,True,0,False,True
25.283947,2,response,-10.0,2.079,-0.338,FB0000021D000002,True,0,False,True
25.333771,2,response,-10.0,2.062,-0.338,FB0000021D000002,True,0,False,True
25.333836,2,response,-10.0,2.062,-0.338,FB0000021D000002,True,0,False,True
25.383969,2,response,-10.0,2.045,-0.338,FB0000021D000002,True,0,False,True
25.384038,2,response,-10.0,2.045,-0.338,FB0000021D000002,True,0,False,True
25.433929,2,response,-10.0,2.011,-0.338,FB0000021D000002,True,0,False,True
25.433979,2,response,-10.0,2.011,-0.676,FB0000021D000002,True,0,False,True
25.484059,2,response,-10.0,1.969,-0.676,FB0000021D000002,True,0,False,True
25.484194,2,response,-10.0,1.969,-0.845,FB0000021D000002,True,0,False,True
25.534006,2,response,-10.0,1.923,-0.845,FB0000021D000002,True,0,False,True
25.534047,2,response,-10.0,1.923,-0.930,FB0000021D000002,True,0,False,True
25.584005,2,response,-10.0,1.872,-0.930,FB0000021D000002,True,0,False,True
25.584046,2,response,-10.0,1.872,-1.014,FB0000021D000002,True,0,False,True
25.633965,2,response,-10.0,1.796,-1.014,FB0000021D000002,True,0,False,True
25.634009,2,response,-10.0,1.796,-1.521,FB0000021D000002,True,0,False,True
25.683912,2,response,-10.0,1.686,-1.521,FB0000021D000002,True,0,False,True
25.683935,2,response,-10.0,1.686,-2.197,FB0000021D000002,True,0,False,True
25.683960,2,response,-10.0,1.686,-2.197,FB0000021D000002,True,0,False,True
25.733960,2,response,-10.0,1.551,-2.197,FB0000021D000002,True,0,False,True
25.734006,2,response,-10.0,1.551,-2.704,FB0000021D000002,True,0,False,True
25.784153,2,response,-10.0,1.403,-2.704,FB0000021D000002,True,0,False,True
25.784244,2,response,-10.0,1.403,-2.958,FB0000021D000002,True,0,False,True
25.834148,2,response,-10.0,1.247,-2.958,FB0000021D000002,True,0,False,True
25.834238,2,response,-10.0,1.247,-3.127,FB0000021D000002,True,0,False,True
25.884047,2,response,-10.0,1.069,-3.127,FB0000021D000002,True,0,False,True
25.884126,2,response,-10.0,1.069,-3.549,FB0000021D000002,True,0,False,True
25.934215,2,response,-10.0,0.875,-3.549,FB0000021D000002,True,0,False,True
25.934336,2,response,-10.0,0.875,-3.887,FB0000021D000002,True,0,False,True
25.984150,2,response,-10.0,0.651,-3.887,FB0000021D000002,True,0,False,True
25.984239,2,response,-10.0,0.651,-4.479,FB0000021D000002,True,0,False,True
26.033987,2,response,-10.0,0.448,-4.479,FB0000021D000002,True,0,False,True
26.034062,2,response,-10.0,0.448,-4.057,FB0000021D000002,True,0,False,True
26.084119,2,response,-10.0,0.203,-4.057,FB0000021D000002,True,0,False,True
26.084204,2,response,-10.0,0.203,-4.902,FB0000021D000002,True,0,False,True
26.134060,2,response,-10.0,-0.021,-4.902,FB0000021D000002,True,0,False,True
26.134144,2,response,-10.0,-0.021,-4.479,FB0000021D000002,True,0,False,True
26.184138,2,response,-10.0,-0.021,-4.479,FB0000021D000002,True,0,False,True
26.184301,2,response,-10.0,-0.283,-4.479,FB0000021D000002,True,0,False,True
26.184328,2,response,-10.0,-0.283,-5.240,FB0000021D000002,True,0,False,True
26.234226,2,response,-10.0,-0.528,-5.240,FB0000021D000002,True,0,False,True
26.234303,2,response,-10.0,-0.528,-4.902,FB0000021D000002,True,0,False,True
26.284035,2,response,-10.0,-0.752,-4.902,FB0000021D000002,True,0,False,True
26.284122,2,response,-10.0,-0.752,-4.479,FB0000021D000002,True,0,False,True
26.334161,2,response,-10.0,-0.997,-4.479,FB0000021D000002,True,0,False,True
26.334251,2,response,-10.0,-0.997,-4.902,FB0000021D000002,True,0,False,True
26.384136,2,response,-10.0,-1.230,-4.902,FB0000021D000002,True,0,False,True
26.384225,2,response,-10.0,-1.230,-4.648,FB0000021D000002,True,0,False,True
26.433866,2,response,-10.0,-1.466,-4.648,FB0000021D000002,True,0,False,True
26.433916,2,response,-10.0,-1.466,-4.733,FB0000021D000002,True,0,False,True
26.484052,2,response,-10.0,-1.690,-4.733,FB0000021D000002,True,0,False,True
26.484247,2,response,-10.0,-1.690,-4.479,FB0000021D000002,True,0,False,True
26.533957,2,response,-10.0,-1.901,-4.479,FB0000021D000002,True,0,False,True
26.534049,2,response,-10.0,-1.901,-4.225,FB0000021D000002,True,0,False,True
26.584059,2,response,-10.0,-2.070,-4.225,FB0000021D000002,True,0,False,True
26.584268,2,response,-10.0,-2.070,-3.380,FB0000021D000002,True,0,False,True
26.634028,2,response,-10.0,-2.223,-3.380,FB0000021D000002,True,0,False,True
26.634123,2,response,-10.0,-2.223,-3.042,FB0000021D000002,True,0,False,True
26.684068,2,response,-10.0,-2.223,-3.042,FB0000021D000002,True,0,False,True
26.684186,2,response,-10.0,-2.337,-3.042,FB0000021D000002,True,0,False,True
26.684330,2,response,-10.0,-2.337,-2.282,FB0000021D000002,True,0,False,True
26.734175,2,response,-10.0,-2.404,-2.282,FB0000021D000002,True,0,False,True
26.734392,2,response,-10.0,-2.404,-1.352,FB0000021D000002,True,0,False,True
26.784174,2,response,-10.0,-2.434,-1.352,FB0000021D000002,True,0,False,True
26.784388,2,response,-10.0,-2.434,-0.592,FB0000021D000002,True,0,False,True
26.834159,2,response,-10.0,-2.459,-0.592,FB0000021D000002,True,0,False,True
26.834248,2,response,-10.0,-2.459,-0.507,FB0000021D000002,True,0,False,True
26.884184,2,response,-10.0,-2.468,-0.507,FB0000021D000002,True,0,False,True
26.884442,2,response,-10.0,-2.468,-0.169,FB0000021D000002,True,0,False,True
26.934153,2,response,-10.0,-2.468,-0.169,FB0000021D000002,True,0,False,True
26.934249,2,response,-10.0,-2.468,0.000,FB0000021D000002,True,0,False,True
26.983940,2,response,-10.0,-2.463,0.000,FB0000021D000002,True,0,False,True
26.984012,2,response,-10.0,-2.463,0.085,FB0000021D000002,True,0,False,True
27.034080,2,response,-10.0,-2.468,0.085,FB0000021D000002,True,0,False,True
27.034174,2,response,-10.0,-2.468,-0.085,FB0000021D000002,True,0,False,True
27.083944,2,response,0.0,-2.468,-0.085,FB0000021D000002,True,0,False,True
27.083988,2,response,0.0,-2.468,0.000,FB0000021D000002,True,0,False,True
27.133929,2,response,0.0,-2.451,0.000,FB0000021D000002,True,0,False,True
27.133998,2,response,0.0,-2.451,0.338,FB0000021D000002,True,0,False,True
27.183888,2,response,0.0,-2.438,0.338,FB0000021D000002,True,0,False,True
27.183912,2,response,0.0,-2.438,0.254,FB0000021D000002,True,0,False,True
27.183921,2,response,0.0,-2.438,0.254,FB0000021D000002,True,0,False,True
27.233891,2,response,0.0,-2.442,0.254,FB0000021D000002,True,0,False,True
27.233914,2,response,0.0,-2.442,-0.085,FB0000021D000002,True,0,False,True
27.283919,2,response,0.0,-2.438,-0.085,FB0000021D000002,True,0,False,True
27.283962,2,response,0.0,-2.438,0.085,FB0000021D000002,True,0,False,True
27.333910,2,response,0.0,-2.434,0.085,FB0000021D000002,True,0,False,True
27.333950,2,response,0.0,-2.434,0.084,FB0000021D000002,True,0,False,True
27.384005,2,response,0.0,-2.430,0.084,FB0000021D000002,True,0,False,True
27.384040,2,response,0.0,-2.430,0.085,FB0000021D000002,True,0,False,True
27.434034,2,response,0.0,-2.434,0.085,FB0000021D000002,True,0,False,True
27.434074,2,response,0.0,-2.434,-0.085,FB0000021D000002,True,0,False,True
27.483917,2,response,0.0,-2.434,-0.085,FB0000021D000002,True,0,False,True
27.483951,2,response,0.0,-2.434,0.000,FB0000021D000002,True,0,False,True
27.534002,2,response,0.0,-2.451,0.000,FB0000021D000002,True,0,False,True
27.534083,2,response,0.0,-2.451,-0.338,FB0000021D000002,True,0,False,True
27.584140,2,response,0.0,-2.430,-0.338,FB0000021D000002,True,0,False,True
27.584228,2,response,0.0,-2.430,0.423,FB0000021D000002,True,0,False,True
27.633803,2,response,0.0,-2.447,0.423,FB0000021D000002,True,0,False,True
27.633878,2,response,0.0,-2.447,-0.338,FB0000021D000002,True,0,False,True
27.684006,2,response,0.0,-2.430,-0.338,FB0000021D000002,True,0,False,True
27.684088,2,response,0.0,-2.430,0.338,FB0000021D000002,True,0,False,True
27.684107,2,response,0.0,-2.430,0.338,FB0000021D000002,True,0,False,True
27.733831,2,response,0.0,-2.438,0.338,FB0000021D000002,True,0,False,True
27.733904,2,response,0.0,-2.438,-0.169,FB0000021D000002,True,0,False,True
27.839771,2,cleanup,0.0,-2.434,-0.169,FB0000021D000002,True,0,False,True
27.839836,2,cleanup,0.0,-2.434,0.084,FB0000021D000002,True,0,False,True
27.839854,2,cleanup,0.0,-2.438,0.084,FB0000021D000002,True,0,False,True
27.839919,2,cleanup,0.0,-2.438,-0.084,FB0000021D000002,True,0,False,True
27.883937,2,cleanup,0.0,-2.438,-0.084,FB0000021D000002,True,0,False,True
27.884018,2,cleanup,0.0,-2.438,0.000,FB0000021D000002,True,0,False,True
27.933920,2,cleanup,0.0,-2.425,0.000,FB0000021D000002,True,0,False,True
27.933993,2,cleanup,0.0,-2.425,0.254,FB0000021D000002,True,0,False,True
27.984041,2,cleanup,0.0,-2.430,0.254,FB0000021D000002,True,0,False,True
27.984124,2,cleanup,0.0,-2.430,-0.084,FB0000021D000002,True,0,False,True
28.034245,2,cleanup,0.0,-2.438,-0.084,FB0000021D000002,True,0,False,True
28.034328,2,cleanup,0.0,-2.438,-0.169,FB0000021D000002,True,0,False,True
28.084045,2,cleanup,0.0,-2.425,-0.169,FB0000021D000002,True,0,False,True
28.084180,2,cleanup,0.0,-2.425,0.254,FB0000021D000002,True,0,False,True
28.133920,2,cleanup,0.0,-2.434,0.254,FB0000021D000002,True,0,False,True
28.133988,2,cleanup,0.0,-2.434,-0.169,FB0000021D000002,True,0,False,True
28.184051,2,cleanup,0.0,-2.434,-0.169,FB0000021D000000,True,0,False,False
28.184168,2,cleanup,0.0,-2.442,-0.169,FB0000021D000000,True,0,False,False
28.184194,2,cleanup,0.0,-2.442,-0.169,FB0000021D000000,True,0,False,False
28.233991,2,cleanup,0.0,-2.438,-0.169,FB0000021D000000,True,0,False,False
28.234062,2,cleanup,0.0,-2.438,0.085,FB0000021D000000,True,0,False,False
28.284057,3,settle,0.0,-2.430,0.085,FB0000021D000000,True,0,False,False
28.284143,3,settle,0.0,-2.430,0.169,FB0000021D000000,True,0,False,False
28.334193,3,settle,0.0,-2.438,0.169,FB0000021D000000,True,0,False,False
28.334271,3,settle,0.0,-2.438,-0.169,FB0000021D000000,True,0,False,False
28.384061,3,settle,0.0,-2.434,-0.169,FB0000021D000000,True,0,False,False
28.384145,3,settle,0.0,-2.434,0.084,FB0000021D000000,True,0,False,False
28.434143,3,settle,0.0,-2.434,0.084,FB0000021D000000,True,0,False,False
28.434217,3,settle,0.0,-2.434,0.000,FB0000021D000000,True,0,False,False
28.483994,3,settle,0.0,-2.438,0.000,FB0000021D000000,True,0,False,False
28.484078,3,settle,0.0,-2.438,-0.084,FB0000021D000000,True,0,False,False
28.534195,3,settle,0.0,-2.434,-0.084,FB0000021D000000,True,0,False,False
28.534268,3,settle,0.0,-2.434,0.084,FB0000021D000000,True,0,False,False
28.584051,3,settle,0.0,-2.434,0.084,FB0000021D000000,True,0,False,False
28.584137,3,settle,0.0,-2.434,0.000,FB0000021D000000,True,0,False,False
28.633963,3,settle,0.0,-2.430,0.000,FB0000021D000000,True,0,False,False
28.634051,3,settle,0.0,-2.430,0.085,FB0000021D000000,True,0,False,False
28.683926,3,settle,0.0,-2.438,0.085,FB0000021D000000,True,0,False,False
28.684003,3,settle,0.0,-2.438,-0.169,FB0000021D000000,True,0,False,False
28.684021,3,settle,0.0,-2.438,-0.169,FB0000021D000000,True,0,False,False
28.733959,3,settle,0.0,-2.434,-0.169,FB0000021D000000,True,0,False,False
28.734040,3,settle,0.0,-2.434,0.084,FB0000021D000000,True,0,False,False
33.021797,3,foc,,-2.434,0.084,FB0000021D000000,True,0,False,False
33.022001,3,foc,,0.000,0.084,FB0000021D000000,True,0,False,False
33.022029,3,foc,,0.000,-0.201,FB0000021D000000,True,0,False,False
33.070740,3,foc,,0.004,-0.201,FB0000021D000000,True,0,False,False
33.070778,3,foc,,0.004,0.085,FB0000021D000000,True,0,False,False
33.120652,3,foc,,0.013,0.085,FB0000021D000000,True,0,False,False
33.120695,3,foc,,0.013,0.169,FB0000021D000000,True,0,False,False
33.170825,3,foc,,0.008,0.169,FB0000021D000000,True,0,False,False
33.170863,3,foc,,0.008,-0.085,FB0000021D000000,True,0,False,False
33.220718,3,foc,,-0.004,-0.085,FB0000021D000000,True,0,False,False
33.220757,3,foc,,-0.004,-0.254,FB0000021D000000,True,0,False,False
33.270968,3,foc,,0.008,-0.254,FB0000021D000000,True,0,False,False
33.271016,3,foc,,0.008,0.254,FB0000021D000000,True,0,False,False
33.320787,3,foc,,0.000,0.254,FB0000021D000000,True,0,False,False
33.320832,3,foc,,0.000,-0.169,FB0000021D000000,True,0,False,False
33.370948,3,foc,,0.004,-0.169,FB0000021D000000,True,0,False,False
33.370998,3,foc,,0.004,0.085,FB0000021D000000,True,0,False,False
33.420722,3,foc,,0.004,0.085,FB0000021D000000,True,0,False,False
33.420744,3,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
33.470948,3,foc,,0.008,0.000,FB0000021D000000,True,0,False,False
33.470997,3,foc,,0.008,0.084,FB0000021D000000,True,0,False,False
33.520785,3,foc,,0.008,0.084,FB0000021D000000,True,0,False,False
33.520916,3,foc,,0.004,0.084,FB0000021D000000,True,0,False,False
33.521123,3,foc,,0.004,-0.084,FB0000021D000000,True,0,False,False
33.570750,3,foc,,0.004,-0.084,FB0000021D000000,True,0,False,False
33.570771,3,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
33.620800,3,foc,,0.013,0.000,FB0000021D000000,True,0,False,False
33.620839,3,foc,,0.013,0.169,FB0000021D000000,True,0,False,False
33.670908,3,foc,,0.008,0.169,FB0000021D000000,True,0,False,False
33.670957,3,foc,,0.008,-0.085,FB0000021D000000,True,0,False,False
33.720997,3,foc,,0.008,-0.085,FB0000021D000000,True,0,False,False
33.721076,3,foc,,0.008,0.000,FB0000021D000000,True,0,False,False
33.770791,3,foc,,0.017,0.000,FB0000021D000000,True,0,False,False
33.770829,3,foc,,0.017,0.169,FB0000021D000000,True,0,False,False
33.820714,3,foc,,0.013,0.169,FB0000021D000000,True,0,False,False
33.820751,3,foc,,0.013,-0.084,FB0000021D000000,True,0,False,False
33.870754,3,foc,,0.013,-0.084,FB0000021D000000,True,0,False,False
33.870791,3,foc,,0.013,0.000,FB0000021D000000,True,0,False,False
33.920714,3,foc,,0.008,0.000,FB0000021D000000,True,0,False,False
33.920753,3,foc,,0.008,-0.085,FB0000021D000000,True,0,False,False
33.970707,3,foc,,0.008,-0.085,FB0000021D000000,True,0,False,False
33.970766,3,foc,,0.008,0.000,FB0000021D000000,True,0,False,False
34.020825,3,foc,,0.008,0.000,FB0000021D000000,True,0,False,False
34.021092,3,foc,,0.013,0.000,FB0000021D000000,True,0,False,False
34.021118,3,foc,,0.013,0.085,FB0000021D000000,True,0,False,False
34.070835,3,foc,,0.004,0.085,FB0000021D000000,True,0,False,False
34.070873,3,foc,,0.004,-0.169,FB0000021D000000,True,0,False,False
34.120747,3,foc,,0.004,-0.169,FB0000021D000000,True,0,False,False
34.120789,3,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
34.170997,3,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
34.171047,3,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
34.220713,3,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
34.220751,3,foc,,0.004,0.000,FB0000021D000000,True,0,False,False
34.270962,3,foc,,0.000,0.000,FB0000021D000000,True,0,False,False
34.271010,3,foc,,0.000,-0.085,FB0000021D000000,True,0,False,False
34.320875,3,foc,,0.008,-0.085,FB0000021D000000,True,0,False,False
34.320912,3,foc,,0.008,0.169,FB0000021D000000,True,0,False,False
34.370857,3,foc,,0.021,0.169,FB0000021D000000,True,0,False,False
34.370894,3,foc,,0.021,0.254,FB0000021D000000,True,0,False,False
34.420818,3,foc,,0.013,0.254,FB0000021D000000,True,0,False,False
34.420858,3,foc,,0.013,-0.169,FB0000021D000000,True,0,False,False
34.470877,3,foc,,0.008,-0.169,FB0000021D000000,True,0,False,False
34.470915,3,foc,,0.008,-0.085,FB0000021D000000,True,0,False,False
34.520805,3,foc,,0.013,-0.085,FB0000021D000000,True,0,False,False
34.520824,3,foc,,0.013,0.085,FB0000021D000000,True,0,False,False
34.520880,3,foc,,0.013,0.085,FB0000021D000000,True,0,False,False
34.570860,3,foc,,0.025,0.085,FB0000021D000000,True,0,False,False
34.570898,3,foc,,0.025,0.254,FB0000021D000000,True,0,False,False
34.620843,3,foc,,0.021,0.254,FB0000021D000000,True,0,False,False
34.620884,3,foc,,0.021,-0.084,FB0000021D000000,True,0,False,False
34.670872,3,foc,,0.030,-0.084,FB0000021D000000,True,0,False,False
34.670917,3,foc,,0.030,0.169,FB0000021D000000,True,0,False,False
34.720741,3,foc,,0.025,0.169,FB0000021D000000,True,0,False,False
34.720768,3,foc,,0.025,-0.085,FB0000021D000000,True,0,False,False
34.770906,3,foc,,0.017,-0.085,FB0000021D000000,True,0,False,False
34.770970,3,foc,,0.017,-0.169,FB0000021D000000,True,0,False,False
34.820878,3,foc,,0.017,-0.169,FB0000021D000000,True,0,False,False
34.820925,3,foc,,0.017,0.000,FB0000021D000000,True,0,False,False
