t_s,cycle,phase,target_deg_s,angle_deg,velocity_deg_s,diag_raw,foc_valid,fault_code,need_calibration,armed
34.870731,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
34.870751,3,foc,,0.025,0.169,FB0000021D000000,True,0,False,False
34.920766,3,foc,,0.025,0.169,FB0000021D000000,True,0,False,False
34.920840,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
34.970752,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
34.970790,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
35.020888,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
35.020963,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
35.021038,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
35.070698,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
35.070755,3,foc,,0.025,0.000,FB0000021D000000,True,0,False,False
35.120754,3,foc,,0.034,0.000,FB0000021D000000,True,0,False,False
35.120776,3,foc,,0.034,0.169,FB0000021D000000,True,0,False,False
35.170879,3,foc,,0.017,0.169,FB0000021D000000,True,0,False,False
35.170927,3,foc,,0.017,-0.338,FB0000021D000000,True,0,False,False
35.220769,3,foc,,0.025,-0.338,FB0000021D000000,True,0,False,False
35.220792,3,foc,,0.025,0.169,FB0000021D000000,True,0,False,False
35.270717,3,settle,0.0,0.013,0.169,FB0000021D000000,True,0,False,False
35.270739,3,settle,0.0,0.013,-0.254,FB0000021D000000,True,0,False,False
35.320656,3,settle,0.0,0.025,-0.254,FB0000021D000000,True,0,False,False
35.320834,3,settle,0.0,0.025,0.254,FB0000021D000000,True,0,False,False
35.370713,3,settle,0.0,0.021,0.254,FB0000021D000000,True,0,False,False
35.370752,3,settle,0.0,0.021,-0.084,FB0000021D000000,True,0,False,False
35.420649,3,settle,0.0,0.013,-0.084,FB0000021D000000,True,0,False,False
35.420669,3,settle,0.0,0.013,-0.169,FB0000021D000000,True,0,False,False
35.471004,3,settle,0.0,0.025,-0.169,FB0000021D000000,True,0,False,False
35.471053,3,settle,0.0,0.025,0.254,FB0000021D000000,True,0,False,False
35.520740,3,settle,0.0,0.017,0.254,FB0000021D000000,True,0,False,False
35.520772,3,settle,0.0,0.017,-0.169,FB0000021D000000,True,0,False,False
35.520875,3,settle,0.0,0.017,-0.169,FB0000021D000000,True,0,False,False
35.570728,3,settle,0.0,0.025,-0.169,FB0000021D000000,True,0,False,False
35.570754,3,settle,0.0,0.025,0.169,FB0000021D000000,True,0,False,False
35.620706,3,settle,0.0,0.021,0.169,FB0000021D000000,True,0,False,False
35.620748,3,settle,0.0,0.021,-0.084,FB0000021D000000,True,0,False,False
35.670893,3,settle,0.0,0.004,-0.084,FB0000021D000000,True,0,False,False
35.670931,3,settle,0.0,0.004,-0.338,FB0000021D000000,True,0,False,False
35.720761,3,settle,0.0,0.021,-0.338,FB0000021D000000,True,0,False,False
35.720798,3,settle,0.0,0.021,0.338,FB0000021D000000,True,0,False,False
36.800860,3,response,10.0,0.021,0.338,FB0000021D000002,True,0,False,True
36.801117,3,response,10.0,0.025,0.338,FB0000021D000002,True,0,False,True
36.801143,3,response,10.0,0.025,0.004,FB0000021D000002,True,0,False,True
36.850673,3,response,10.0,0.241,0.004,FB0000021D000002,True,0,False,True
36.850722,3,response,10.0,0.241,4.310,FB0000021D000002,True,0,False,True
36.900833,3,response,10.0,0.621,4.310,FB0000021D000002,True,0,False,True
36.900859,3,response,10.0,0.621,7.606,FB0000021D000002,True,0,False,True
36.950738,3,response,10.0,0.972,7.606,FB0000021D000002,True,0,False,True
36.950776,3,response,10.0,0.972,7.014,FB0000021D000002,True,0,False,True
37.000867,3,response,10.0,1.285,7.014,FB0000021D000002,True,0,False,True
37.000955,3,response,10.0,1.285,6.254,FB0000021D000002,True,0,False,True
37.050831,3,response,10.0,1.572,6.254,FB0000021D000002,True,0,False,True
37.050856,3,response,10.0,1.572,5.747,FB0000021D000002,True,0,False,True
37.100781,3,response,10.0,1.804,5.747,FB0000021D000002,True,0,False,True
37.100805,3,response,10.0,1.804,4.648,FB0000021D000002,True,0,False,True
37.150796,3,response,10.0,1.986,4.648,FB0000021D000002,True,0,False,True
37.150837,3,response,10.0,1.986,3.634,FB0000021D000002,True,0,False,True
37.200833,3,response,10.0,2.113,3.634,FB0000021D000002,True,0,False,True
37.200890,3,response,10.0,2.113,2.535,FB0000021D000002,True,0,False,True
37.250805,3,response,10.0,2.193,2.535,FB0000021D000002,True,0,False,True
37.250852,3,response,10.0,2.193,1.606,FB0000021D000002,True,0,False,True
37.300746,3,response,10.0,2.223,1.606,FB0000021D000002,True,0,False,True
37.300786,3,response,10.0,2.223,0.592,FB0000021D000002,True,0,False,True
37.300809,3,response,10.0,2.223,0.592,FB0000021D000002,True,0,False,True
37.350953,3,response,10.0,2.227,0.592,FB0000021D000002,True,0,False,True
37.351040,3,response,10.0,2.227,0.084,FB0000021D000002,True,0,False,True
37.400954,3,response,10.0,2.235,0.084,FB0000021D000002,True,0,False,True
37.401010,3,response,10.0,2.235,0.169,FB0000021D000002,True,0,False,True
37.450734,3,response,10.0,2.235,0.169,FB0000021D000002,True,0,False,True
37.450779,3,response,10.0,2.235,0.000,FB0000021D000002,True,0,False,True
37.500721,3,response,10.0,2.240,0.000,FB0000021D000002,True,0,False,True
37.500757,3,response,10.0,2.240,0.084,FB0000021D000002,True,0,False,True
37.550888,3,response,10.0,2.240,0.084,FB0000021D000002,True,0,False,True
37.550938,3,response,10.0,2.240,0.000,FB0000021D000002,True,0,False,True
37.600836,3,response,10.0,2.244,0.000,FB0000021D000002,True,0,False,True
37.600892,3,response,10.0,2.244,0.084,FB0000021D000002,True,0,False,True
37.650739,3,response,10.0,2.248,0.084,FB0000021D000002,True,0,False,True
37.650817,3,response,10.0,2.248,0.085,FB0000021D000002,True,0,False,True
37.700754,3,response,10.0,2.244,0.085,FB0000021D000002,True,0,False,True
37.700778,3,response,10.0,2.244,-0.085,FB0000021D000002,True,0,False,True
37.750856,3,response,10.0,2.244,-0.085,FB0000021D000002,True,0,False,True
37.750902,3,response,10.0,2.244,0.000,FB0000021D000002,True,0,False,True
37.800737,3,response,10.0,2.256,0.000,FB0000021D000002,True,0,False,True
37.800775,3,response,10.0,2.256,0.254,FB0000021D000002,True,0,False,True
37.800933,3,response,10.0,2.256,0.254,FB0000021D000002,True,0,False,True
37.851087,3,response,10.0,2.248,0.254,FB0000021D000002,True,0,False,True
37.851140,3,response,10.0,2.248,-0.169,FB0000021D000002,True,0,False,True
37.900742,3,response,10.0,2.261,-0.169,FB0000021D000002,True,0,False,True
37.900777,3,response,10.0,2.261,0.254,FB0000021D000002,True,0,False,True
37.950662,3,response,10.0,2.248,0.254,FB0000021D000002,True,0,False,True
37.950714,3,response,10.0,2.248,-0.254,FB0000021D000002,True,0,False,True
38.000721,3,response,10.0,2.265,-0.254,FB0000021D000002,True,0,False,True
38.000797,3,response,10.0,2.265,0.338,FB0000021D000002,True,0,False,True
38.050738,3,response,10.0,2.261,0.338,FB0000021D000002,True,0,False,True
38.050818,3,response,10.0,2.261,-0.084,FB0000021D000002,True,0,False,True
38.100708,3,response,10.0,2.261,-0.084,FB0000021D000002,True,0,False,True
38.100748,3,response,10.0,2.261,0.000,FB0000021D000002,True,0,False,True
38.151051,3,response,10.0,2.256,0.000,FB0000021D000002,True,0,False,True
38.151145,3,response,10.0,2.256,-0.084,FB0000021D000002,True,0,False,True
38.200945,3,response,10.0,2.256,-0.084,FB0000021D000002,True,0,False,True
38.201035,3,response,10.0,2.256,0.000,FB0000021D000002,True,0,False,True
38.250828,3,response,10.0,2.248,0.000,FB0000021D000002,True,0,False,True
38.250862,3,response,10.0,2.248,-0.169,FB0000021D000002,True,0,False,True
38.300909,3,response,10.0,2.269,-0.169,FB0000021D000002,True,0,False,True
38.300949,3,response,10.0,2.269,0.423,FB0000021D000002,True,0,False,True
38.300987,3,response,10.0,2.269,0.423,FB0000021D000002,True,0,False,True
38.350937,3,response,10.0,2.248,0.423,FB0000021D000002,True,0,False,True
38.350980,3,response,10.0,2.248,-0.423,FB0000021D000002,True,0,False,True
38.401077,3,response,10.0,2.261,-0.423,FB0000021D000002,True,0,False,True
38.401135,3,response,10.0,2.261,0.254,FB0000021D000002,True,0,False,True
38.450969,3,response,10.0,2.265,0.254,FB0000021D000002,True,0,False,True
38.451024,3,response,10.0,2.265,0.084,FB0000021D000002,True,0,False,True
38.500873,3,response,0.0,2.265,0.084,FB0000021D000002,True,0,False,True
38.500914,3,response,0.0,2.265,0.000,FB0000021D000002,True,0,False,True
38.550909,3,response,0.0,2.248,0.000,FB0000021D000002,True,0,False,True
38.550978,3,response,0.0,2.248,-0.338,FB0000021D000002,True,0,False,True
38.600855,3,response,0.0,2.261,-0.338,FB0000021D000002,True,0,False,True
38.600894,3,response,0.0,2.261,0.254,FB0000021D000002,True,0,False,True
38.650781,3,response,0.0,2.256,0.254,FB0000021D000002,True,0,False,True
38.650826,3,response,0.0,2.256,-0.084,FB0000021D000002,True,0,False,True
38.700726,3,response,0.0,2.261,-0.084,FB0000021D000002,True,0,False,True
38.700761,3,response,0.0,2.261,0.084,FB0000021D000002,True,0,False,True
38.750777,3,response,0.0,2.244,0.084,FB0000021D000002,True,0,False,True
38.750818,3,response,0.0,2.244,-0.338,FB0000021D000002,True,0,False,True
38.800817,3,response,0.0,2.252,-0.338,FB0000021D000002,True,0,False,True
38.800878,3,response,0.0,2.252,0.169,FB0000021D000002,True,0,False,True
38.800888,3,response,0.0,2.252,0.169,FB0000021D000002,True,0,False,True
38.850961,3,response,0.0,2.261,0.169,FB0000021D000002,True,0,False,True
38.851020,3,response,0.0,2.261,0.169,FB0000021D000002,True,0,False,True
38.900951,3,response,0.0,2.252,0.169,FB0000021D000002,True,0,False,True
38.900999,3,response,0.0,2.252,-0.169,FB0000021D000002,True,0,False,True
38.950843,3,response,0.0,2.256,-0.169,FB0000021D000002,True,0,False,True
38.950875,3,response,0.0,2.256,0.085,FB0000021D000002,True,0,False,True
39.000747,3,response,0.0,2.248,0.085,FB0000021D000002,True,0,False,True
39.000839,3,response,0.0,2.248,-0.169,FB0000021D000002,True,0,False,True
39.050942,3,response,0.0,2.252,-0.169,FB0000021D000002,True,0,False,True
39.050981,3,response,0.0,2.252,0.084,FB0000021D000002,True,0,False,True
39.100824,3,response,0.0,2.252,0.084,FB0000021D000002,True,0,False,True
39.100852,3,response,0.0,2.252,0.000,FB0000021D000002,True,0,False,True
39.150907,3,response,0.0,2.256,0.000,FB0000021D000002,True,0,False,True
39.151010,3,response,0.0,2.256,0.085,FB0000021D000002,True,0,False,True
39.200851,3,response,0.0,2.252,0.085,FB0000021D000002,True,0,False,True
39.200876,3,response,0.0,2.252,-0.085,FB0000021D000002,True,0,False,True
39.250855,3,response,-10.0,2.240,-0.085,FB0000021D000002,True,0,False,True
39.250913,3,response,-10.0,2.240,-0.254,FB0000021D000002,True,0,False,True
39.300793,3,response,-10.0,2.235,-0.254,FB0000021D000002,True,0,False,True
39.300834,3,response,-10.0,2.235,-0.084,FB0000021D000002,True,0,False,True
39.300844,3,response,-10.0,2.235,-0.084,FB0000021D000002,True,0,False,True
39.350922,3,response,-10.0,2.231,-0.084,FB0000021D000002,True,0,False,True
39.350978,3,response,-10.0,2.231,-0.084,FB0000021D000002,True,0,False,True
39.400758,3,response,-10.0,2.223,-0.084,FB0000021D000002,True,0,False,True
39.400782,3,response,-10.0,2.223,-0.169,FB0000021D000002,True,0,False,True
39.450792,3,response,-10.0,2.227,-0.169,FB0000021D000002,True,0,False,True
39.450834,3,response,-10.0,2.227,0.084,FB0000021D000002,True,0,False,True
39.500678,3,response,-10.0,2.231,0.084,FB0000021D000002,True,0,False,True
39.500721,3,response,-10.0,2.231,0.084,FB0000021D000002,True,0,False,True
39.550921,3,response,-10.0,2.231,0.084,FB0000021D000002,True,0,False,True
39.550975,3,response,-10.0,2.231,0.000,FB0000021D000002,True,0,False,True
39.600909,3,response,-10.0,2.227,0.000,FB0000021D000002,True,0,False,True
39.600947,3,response,-10.0,2.227,-0.084,FB0000021D000002,True,0,False,True
39.650807,3,response,-10.0,2.210,-0.084,FB0000021D000002,True,0,False,True
39.650846,3,response,-10.0,2.210,-0.338,FB0000021D000002,True,0,False,True
39.700904,3,response,-10.0,2.214,-0.338,FB0000021D000002,True,0,False,True
39.700942,3,response,-10.0,2.214,0.085,FB0000021D000002,True,0,False,True
39.751062,3,response,-10.0,2.206,0.085,FB0000021D000002,True,0,False,True
39.751147,3,response,-10.0,2.206,-0.169,FB0000021D000002,True,0,False,True
39.800824,3,response,-10.0,2.206,-0.169,FB0000021D000002,True,0,False,True
39.800862,3,response,-10.0,2.206,0.000,FB0000021D000002,True,0,False,True
39.800901,3,response,-10.0,2.206,0.000,FB0000021D000002,True,0,False,True
39.851095,3,response,-10.0,2.206,0.000,FB0000021D000002,True,0,False,True
39.851151,3,response,-10.0,2.206,0.000,FB0000021D000002,True,0,False,True
39.900773,3,response,-10.0,2.206,0.000,FB0000021D000002,True,0,False,True
39.900809,3,response,-10.0,2.206,0.000,FB0000021D000002,True,0,False,True
39.950865,3,response,-10.0,2.193,0.000,FB0000021D000002,True,0,False,True
39.950918,3,response,-10.0,2.193,-0.253,FB0000021D000002,True,0,False,True
40.000763,3,response,-10.0,2.180,-0.253,FB0000021D000002,True,0,False,True
40.000791,3,response,-10.0,2.180,-0.254,FB0000021D000002,True,0,False,True
40.050770,3,response,-10.0,2.163,-0.254,FB0000021D000002,True,0,False,True
40.050866,3,response,-10.0,2.163,-0.338,FB0000021D000002,True,0,False,True
40.100875,3,response,-10.0,2.147,-0.338,FB0000021D000002,True,0,False,True
40.100961,3,response,-10.0,2.147,-0.338,FB0000021D000002,True,0,False,True
40.150886,3,response,-10.0,2.134,-0.338,FB0000021D000002,True,0,False,True
40.150979,3,response,-10.0,2.134,-0.254,FB0000021D000002,True,0,False,True
40.200851,3,response,-10.0,2.092,-0.254,FB0000021D000002,True,0,False,True
40.200891,3,response,-10.0,2.092,-0.845,FB0000021D000002,True,0,False,True
40.250703,3,response,-10.0,2.049,-0.845,FB0000021D000002,True,0,False,True
40.250760,3,response,-10.0,2.049,-0.845,FB0000021D000002,True,0,False,True
40.300741,3,response,-10.0,1.927,-0.845,FB0000021D000002,True,0,False,True
40.300780,3,response,-10.0,1.927,-2.451,FB0000021D000002,True,0,False,True
40.300803,3,response,-10.0,1.927,-2.451,FB0000021D000002,True,0,False,True
40.350798,3,response,-10.0,1.749,-2.451,FB0000021D000002,True,0,False,True
40.350838,3,response,-10.0,1.749,-3.549,FB0000021D000002,True,0,False,True
40.400714,3,response,-10.0,1.530,-3.549,FB0000021D000002,True,0,False,True
40.400750,3,response,-10.0,1.530,-4.395,FB0000021D000002,True,0,False,True
40.450790,3,response,-10.0,1.285,-4.395,FB0000021D000002,True,0,False,True
40.450857,3,response,-10.0,1.285,-4.902,FB0000021D000002,True,0,False,True
40.500801,3,response,-10.0,1.001,-4.902,FB0000021D000002,True,0,False,True
40.500840,3,response,-10.0,1.001,-5.662,FB0000021D000002,True,0,False,True
40.550750,3,response,-10.0,0.714,-5.662,FB0000021D000002,True,0,False,True
40.550820,3,response,-10.0,0.714,-5.747,FB0000021D000002,True,0,False,True
40.600857,3,response,-10.0,0.410,-5.747,FB0000021D000002,True,0,False,True
40.600900,3,response,-10.0,0.410,-6.085,FB0000021D000002,True,0,False,True
40.650859,3,response,-10.0,0.101,-6.085,FB0000021D000002,True,0,False,True
40.650903,3,response,-10.0,0.101,-6.169,FB0000021D000002,True,0,False,True
40.700813,3,response,-10.0,-0.228,-6.169,FB0000021D000002,True,0,False,True
40.700879,3,response,-10.0,-0.228,-6.592,FB0000021D000002,True,0,False,True
40.750742,3,response,-10.0,-0.549,-6.592,FB0000021D000002,True,0,False,True
40.750785,3,response,-10.0,-0.549,-6.423,FB0000021D000002,True,0,False,True
40.800775,3,response,-10.0,-0.549,-6.423,FB0000021D000002,True,0,False,True
40.801004,3,response,-10.0,-0.862,-6.423,FB0000021D000002,True,0,False,True
40.801036,3,response,-10.0,-0.862,-6.254,FB0000021D000002,True,0,False,True
40.850767,3,response,-10.0,-1.166,-6.254,FB0000021D000002,True,0,False,True
40.850809,3,response,-10.0,-1.166,-6.085,FB0000021D000002,True,0,False,True
40.900746,3,response,-10.0,-1.458,-6.085,FB0000021D000002,True,0,False,True
40.900777,3,response,-10.0,-1.458,-5.831,FB0000021D000002,True,0,False,True
40.950720,3,response,-10.0,-1.711,-5.831,FB0000021D000002,True,0,False,True
40.950802,3,response,-10.0,-1.711,-5.071,FB0000021D000002,True,0,False,True
41.000692,3,response,-10.0,-1.935,-5.071,FB0000021D000002,True,0,False,True
41.000822,3,response,-10.0,-1.935,-4.479,FB0000021D000002,True,0,False,True
41.050777,3,response,-10.0,-2.172,-4.479,FB0000021D000002,True,0,False,True
41.050819,3,response,-10.0,-2.172,-4.733,FB0000021D000002,True,0,False,True
41.100822,3,response,-10.0,-2.320,-4.733,FB0000021D000002,True,0,False,True
41.100862,3,response,-10.0,-2.320,-2.958,FB0000021D000002,True,0,False,True
41.150688,3,response,-10.0,-2.341,-2.958,FB0000021D000002,True,0,False,True
41.150721,3,response,-10.0,-2.341,-0.423,FB0000021D000002,True,0,False,True
41.200849,3,response,-10.0,-2.392,-0.423,FB0000021D000002,True,0,False,True
41.200894,3,response,0.0,-2.392,-1.014,FB0000021D000002,True,0,False,True
41.250778,3,response,0.0,-2.400,-1.014,FB0000021D000002,True,0,False,True
41.250803,3,response,0.0,-2.400,-0.169,FB0000021D000002,True,0,False,True
41.300768,3,response,0.0,-2.383,-0.169,FB0000021D000002,True,0,False,True
41.300817,3,response,0.0,-2.383,0.338,FB0000021D000002,True,0,False,True
41.300827,3,response,0.0,-2.383,0.338,FB0000021D000002,True,0,False,True
41.350805,3,response,0.0,-2.383,0.338,FB0000021D000002,True,0,False,True
41.350848,3,response,0.0,-2.383,0.000,FB0000021D000002,True,0,False,True
41.400727,3,response,0.0,-2.375,0.000,FB0000021D000002,True,0,False,True
41.400792,3,response,0.0,-2.375,0.169,FB0000021D000002,True,0,False,True
41.450891,3,response,0.0,-2.379,0.169,FB0000021D000002,True,0,False,True
41.450931,3,response,0.0,-2.379,-0.085,FB0000021D000002,True,0,False,True
41.500650,3,response,0.0,-2.366,-0.085,FB0000021D000002,True,0,False,True
41.500685,3,response,0.0,-2.366,0.254,FB0000021D000002,True,0,False,True
41.550741,3,response,0.0,-2.375,0.254,FB0000021D000002,True,0,False,True
41.550786,3,response,0.0,-2.375,-0.169,FB0000021D000002,True,0,False,True
41.600682,3,response,0.0,-2.379,-0.169,FB0000021D000002,True,0,False,True
41.600705,3,response,0.0,-2.379,-0.085,FB0000021D000002,True,0,False,True
41.650811,3,response,0.0,-2.375,-0.085,FB0000021D000002,True,0,False,True
41.650869,3,response,0.0,-2.375,0.085,FB0000021D000002,True,0,False,True
41.700809,3,response,0.0,-2.379,0.085,FB0000021D000002,True,0,False,True
41.700856,3,response,0.0,-2.379,-0.085,FB0000021D000002,True,0,False,True
41.750806,3,response,0.0,-2.379,-0.085,FB0000021D000002,True,0,False,True
41.750845,3,response,0.0,-2.379,0.000,FB0000021D000002,True,0,False,True
41.800816,3,response,0.0,-2.366,0.000,FB0000021D000002,True,0,False,True
41.800866,3,response,0.0,-2.366,0.254,FB0000021D000002,True,0,False,True
41.800879,3,response,0.0,-2.366,0.254,FB0000021D000002,True,0,False,True
41.850789,3,response,0.0,-2.362,0.254,FB0000021D000002,True,0,False,True
41.850852,3,response,0.0,-2.362,0.084,FB0000021D000002,True,0,False,True
41.956168,3,cleanup,0.0,-2.383,0.084,FB0000021D000002,True,0,False,True
41.956223,3,cleanup,0.0,-2.383,-0.423,FB0000021D000002,True,0,False,True
41.956232,3,cleanup,0.0,-2.375,-0.423,FB0000021D000002,True,0,False,True
41.956240,3,cleanup,0.0,-2.375,0.169,FB0000021D000002,True,0,False,True
42.000753,3,cleanup,0.0,-2.371,0.169,FB0000021D000002,True,0,False,True
42.000791,3,cleanup,0.0,-2.371,0.084,FB0000021D000002,True,0,False,True
42.050849,3,cleanup,0.0,-2.375,0.084,FB0000021D000002,True,0,False,True
42.050871,3,cleanup,0.0,-2.375,-0.084,FB0000021D000002,True,0,False,True
42.101066,3,cleanup,0.0,-2.371,-0.084,FB0000021D000002,True,0,False,True
42.101115,3,cleanup,0.0,-2.371,0.084,FB0000021D000002,True,0,False,True
42.150845,3,cleanup,0.0,-2.375,0.084,FB0000021D000002,True,0,False,True
42.150884,3,cleanup,0.0,-2.375,-0.084,FB0000021D000002,True,0,False,True
42.200764,3,cleanup,0.0,-2.375,-0.084,FB0000021D000002,True,0,False,True
42.200790,3,cleanup,0.0,-2.375,0.000,FB0000021D000002,True,0,False,True
42.250819,3,cleanup,0.0,-2.383,0.000,FB0000021D000002,True,0,False,True
42.250849,3,cleanup,0.0,-2.383,-0.169,FB0000021D000002,True,0,False,True
42.300965,3,cleanup,0.0,-2.375,-0.169,FB0000021D000002,True,0,False,True
42.301026,3,cleanup,0.0,-2.375,0.169,FB0000021D000002,True,0,False,True
42.301034,3,cleanup,0.0,-2.375,0.169,FB0000021D000000,True,0,False,False
42.351031,3,cleanup,0.0,-2.371,0.169,FB0000021D000000,True,0,False,False
42.351110,3,cleanup,0.0,-2.371,0.084,FB0000021D000000,True,0,False,False
